💞老家频道,#genre#
CCTV-12,http://69.30.246.194/live/cctv12.m3u8
CCTV-12,http://222.169.85.8:9901/tsfile/live/0012_1.m3u8
CCTV-12,http://120.238.94.10:9901/tsfile/live/1030_1.m3u8
CCTV-12,http://182.150.23.74:808/hls/12/index.m3u8
CCTV-12,http://112.46.85.60:8009/hls/507/index.m3u8
CCTV-12,http://123.129.70.178:9901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-13,http://222.169.85.8:9901/tsfile/live/0013_1.m3u8
CCTV-13,http://120.238.94.10:9901/tsfile/live/1031_1.m3u8
CCTV-13,http://69.30.246.194/live/cctv13.m3u8
CCTV-13,http://27.41.245.32:801/hls/13/index.m3u8
CCTV-13,http://1.24.39.180:9003/hls/13/index.m3u8
CCTV-13,http://218.3.138.25:1111/tsfile/live/1012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-14,http://69.30.246.194/live/cctv14.m3u8
CCTV-14,http://222.169.85.8:9901/tsfile/live/0014_1.m3u8
CCTV-14,http://120.211.62.180:8000/hls/14/index.m3u8
CCTV-14,http://1.24.39.180:9003/hls/14/index.m3u8
CCTV-14,http://27.41.245.32:801/hls/14/index.m3u8
CCTV-14,http://124.116.183.146:9901/tsfile/live/0014_1.m3u8
CCTV-14,http://182.150.23.74:808/hls/14/index.m3u8
CCTV-14,http://123.129.70.178:9901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-15,http://69.30.246.194/live/cctv15.m3u8
CCTV-15,http://1.24.39.180:9003/hls/15/index.m3u8
CCTV-15,http://222.134.245.16:9901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-15,http://222.169.85.8:9901/tsfile/live/0015_1.m3u8
CCTV-15,http://153.0.171.163:9901/tsfile/live/1014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-15,http://123.129.70.178:9901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-15,http://gmxw.7766.org:808/hls/102/index.m3u8
CCTV-16,http://69.30.246.194/live/cctv16.m3u8
CCTV-16,http://1.24.39.180:9003/hls/60/index.m3u8
CCTV-16,http://39.152.103.17:8089/tsfile/live/1015_1.m3u8
CCTV-16,http://74.91.26.218:82/live/cctv16hd.m3u8
CCTV-17,http://69.30.246.194/live/cctv17.m3u8
CCTV-17,http://120.211.62.180:8000/hls/17/index.m3u8
CCTV-17,http://222.169.85.8:9901/tsfile/live/0007_1.m3u8
CCTV-17,http://1.24.39.180:9003/hls/61/index.m3u8
CCTV-17,http://120.238.94.10:9901/tsfile/live/1048_1.m3u8
CCTV-17,http://123.129.70.178:9901/tsfile/live/0017_1.m3u8
CCTV-17,http://23.237.228.134/live3/CCTV17.m3u8
CGTN英语,http://cd-live-stream.news.cctvplus.com/live/smil:CHANNEL1.smil/chunklist_w744036192_b1000000.m3u8
CNTV-HD,http://antvlive.ab5c6921.cdnviet.com/antv/playlist.m3u8
华数轮播1,http://182.150.23.74:808/hls/6/index.m3u8
华数轮播2,http://182.150.23.74:808/hls/8/index.m3u8

广东卫视,http://120.238.94.82:9901/tsfile/live/1009_1.m3u8
广东卫视,http://124.116.183.146:9901/tsfile/live/0125_1.m3u8
广东卫视,http://222.169.85.8:9901/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0
广东卫视,http://183.215.134.239:19901/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0
广东卫视,http://120.238.94.10:9901/tsfile/live/1008_1.m3u8
广东卫视,http://23.237.228.134/live6/guangdong.m3u8
广东卫视,http://61.136.172.236:9901/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0
浙江卫视,http://cssbyd.imwork.net:8082/hls/22/index.m3u8
浙江卫视,http://183.215.134.239:19901/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0
浙江卫视,http://182.150.23.74:808/hls/22/index.m3u8
浙江卫视,http://111.61.236.247:9081/hls/25/index.m3u8
浙江卫视,http://112.46.85.60:8009/hls/34/index.m3u8
浙江卫视,http://218.3.138.25:1111/tsfile/live/1019_1.m3u8?key=txiptv&playlive=1&authid=0
湖南卫视,http://124.116.183.146:9901/tsfile/live/0128_1.m3u8
湖南卫视,http://222.169.85.8:9901/tsfile/live/0128_1.m3u8
湖南卫视,http://182.150.23.74:808/hls/21/index.m3u8
湖南卫视,http://111.61.236.247:9081/hls/24/index.m3u8
湖南卫视,http://222.134.245.16:9901/tsfile/live/0128_1.m3u8?key=txiptv&playlive=1&authid=0
湖南卫视,http://218.3.138.25:1111/tsfile/live/1018_1.m3u8?key=txiptv&playlive=1&authid=0
湖南卫视,http://218.13.170.98:9901/tsfile/live/1001_1.m3u8
北京卫视,http://124.116.183.146:9901/tsfile/live/0122_1.m3u8
北京卫视,http://222.169.85.8:9901/tsfile/live/0017_1.m3u8
北京卫视,http://182.150.23.74:808/hls/17/index.m3u8
北京卫视,http://111.61.236.247:9081/hls/28/index.m3u8
北京卫视,http://222.134.245.16:9901/tsfile/live/0122_1.m3u8
北京卫视,http://218.3.138.25:1111/tsfile/live/1021_1.m3u8?key=txiptv&playlive=1&authid=0
北京卫视,http://123.129.70.178:9901/tsfile/live/0122_1.m3u8?key=txiptv&playlive=1&authid=0
北京卫视,http://61.136.172.236:9901/tsfile/live/0122_1.m3u8?key=txiptv&playlive=1&authid=0
湖北卫视,http://124.116.183.146:9901/tsfile/live/0132_1.m3u8
湖北卫视,http://222.169.85.8:9901/tsfile/live/0132_1.m3u8
湖北卫视,http://120.238.94.10:9901/tsfile/live/1055_1.m3u8
湖北卫视,http://182.150.23.74:808/hls/28/index.m3u8
湖北卫视,http://111.61.236.247:9081/hls/39/index.m3u8
湖北卫视,http://123.129.70.178:9901/tsfile/live/0132_1.m3u8
湖北卫视,http://23.237.228.134/live6/hubei.m3u8
湖北卫视,http://61.136.172.236:9901/tsfile/live/0132_1.m3u8?key=txiptv&playlive=1&authid=0
黑龙江卫视,http://124.116.183.146:9901/tsfile/live/0143_1.m3u8
黑龙江卫视,http://111.61.236.247:9081/hls/34/index.m3u8
黑龙江卫视,http://218.13.170.98:9901/tsfile/live/1006_1.m3u8
黑龙江卫视,http://123.129.70.178:9901/tsfile/live/0143_1.m3u8?key=txiptv&playlive=1&authid=0
黑龙江卫视,http://61.136.172.236:9901/tsfile/live/0143_1.m3u8?key=txiptv&playlive=1&authid=0
安徽卫视,http://124.116.183.146:9901/tsfile/live/0130_1.m3u8
安徽卫视,http://222.169.85.8:9901/tsfile/live/0130_1.m3u8
安徽卫视,http://gfr.x3322.net:9901/tsfile/live/1092_1.m3u8
安徽卫视,http://182.150.23.74:808/hls/25/index.m3u8
安徽卫视,http://111.61.236.247:9081/hls/27/index.m3u8
安徽卫视,http://222.134.245.16:9901/tsfile/live/0130_1.m3u8
安徽卫视,http://123.129.70.178:9901/tsfile/live/0130_1.m3u8
重庆卫视,http://124.116.183.146:9901/tsfile/live/0142_1.m3u8
重庆卫视,http://222.169.85.8:9901/tsfile/live/0142_1.m3u8
重庆卫视,http://111.61.236.247:9081/hls/41/index.m3u8
重庆卫视,http://123.129.70.178:9901/tsfile/live/0142_1.m3u8?key=txiptv&playlive=1&authid=0
重庆卫视,http://23.237.228.134/live6/chongqing.m3u8
重庆卫视,http://61.136.172.236:9901/tsfile/live/0142_1.m3u8?key=txiptv&playlive=1&authid=0
东方卫视,http://124.116.183.146:9901/tsfile/live/0107_1.m3u8
东方卫视,http://222.169.85.8:9901/tsfile/live/0018_1.m3u8
东方卫视,http://182.150.23.74:808/hls/19/index.m3u8
东方卫视,http://111.61.236.247:9081/hls/40/index.m3u8
东方卫视,http://112.46.85.60:8009/hls/31/index.m3u8
东方卫视,http://218.3.138.25:1111/tsfile/live/1020_1.m3u8?key=txiptv&playlive=1&authid=0
东方卫视,http://218.13.170.98:9901/tsfile/live/1010_1.m3u8
东南卫视,http://111.61.236.247:9081/hls/42/index.m3u8
东南卫视,http://123.129.70.178:9901/tsfile/live/0137_1.m3u8?key=txiptv&playlive=1&authid=0
东南卫视,http://61.136.172.236:9901/tsfile/live/0137_1.m3u8?key=txiptv&playlive=1&authid=0
甘肃卫视,http://cssbyd.imwork.net:8082/hls/48/index.m3u8
甘肃卫视,http://120.238.94.10:9901/tsfile/live/1079_1.m3u8
甘肃卫视,http://111.61.236.247:9081/hls/54/index.m3u8
甘肃卫视,http://218.13.170.98:9901/tsfile/live/0141_1.m3u8
甘肃卫视,http://live.zohi.tv/video/s10001-fztv-3/index.m3u8
广西卫视,http://cssbyd.imwork.net:8082/hls/33/index.m3u8
广西卫视,http://222.169.85.8:9901/tsfile/live/0113_1.m3u8
广西卫视,http://182.150.23.74:808/hls/31/index.m3u8
广西卫视,http://111.61.236.247:9081/hls/44/index.m3u8
广西卫视,http://222.134.245.16:9901/tsfile/live/0113_1.m3u8
广西卫视,http://23.237.228.134/live6/guangxi.m3u8
广西卫视,http://61.136.172.236:9901/tsfile/live/0113_1.m3u8?key=txiptv&playlive=1&authid=0
贵州卫视,http://cssbyd.imwork.net:8082/hls/39/index.m3u8
贵州卫视,http://222.169.85.8:9901/tsfile/live/0120_1.m3u8
贵州卫视,http://gfr.x3322.net:9901/tsfile/live/1100_1.m3u8
贵州卫视,http://182.150.23.74:808/hls/26/index.m3u8
贵州卫视,http://111.61.236.247:9081/hls/37/index.m3u8
贵州卫视,http://123.129.70.178:9901/tsfile/live/0120_1.m3u8
贵州卫视,http://23.237.228.134/live6/hainan.m3u8
贵州卫视,http://61.136.172.236:9901/tsfile/live/0120_1.m3u8?key=txiptv&playlive=1&authid=0
海南卫视,http://nn.7x9d.cn/地方台8563/海南.php?id=hnws
海南卫视,http://cssbyd.imwork.net:8082/hls/31/index.m3u8
海南卫视,http://139.196.214.238/rtp/239.45.1.81:5140
海南卫视,http://39.152.103.17:8089/tsfile/live/1046_1.m3u8
河北卫视,http://112.123.243.37:50085/tsfile/live/0018_1.m3u8
河北卫视,http://139.196.214.238/rtp/239.45.1.44:5140
河北卫视,http://gfr.x3322.net:9901/tsfile/live/1091_1.m3u8
河北卫视,http://111.61.236.247:9081/hls/17/index.m3u8
河北卫视,http://123.129.70.178:9901/tsfile/live/0117_1.m3u8?key=txiptv&playlive=1&authid=0
河北卫视,http://61.136.172.236:9901/tsfile/live/0117_1.m3u8?key=txiptv&playlive=1&authid=0
河南卫视,http://cssbyd.imwork.net:8082/hls/37/index.m3u8
河南卫视,http://120.211.62.180:8000/hls/40/index.m3u8
河南卫视,http://222.169.85.8:9901/tsfile/live/0139_1.m3u8
河南卫视,http://120.238.94.10:9901/tsfile/live/1068_1.m3u8
河南卫视,http://182.150.23.74:808/hls/33/index.m3u8
河南卫视,http://111.61.236.247:9081/hls/33/index.m3u8
河南卫视,http://61.136.172.236:9901/tsfile/live/0139_1.m3u8?key=txiptv&playlive=1&authid=0
吉林卫视,http://cssbyd.imwork.net:8082/hls/41/index.m3u8
吉林卫视,http://182.150.23.74:808/hls/35/index.m3u8
吉林卫视,http://111.61.236.247:9081/hls/45/index.m3u8
吉林卫视,http://61.136.172.236:9901/tsfile/live/0116_1.m3u8?key=txiptv&playlive=1&authid=0
江苏卫视,http://69.30.246.194/live/jsws.m3u8
江苏卫视,http://222.169.85.8:9901/tsfile/live/0127_1.m3u8
江苏卫视,http://27.41.245.32:801/hls/42/index.m3u8
江苏卫视,http://182.150.23.74:808/hls/18/index.m3u8
江苏卫视,http://111.61.236.247:9081/hls/26/index.m3u8
江苏卫视,http://112.46.85.60:8009/hls/33/index.m3u8
江苏卫视,http://218.3.138.25:1111/tsfile/live/1017_1.m3u8?key=txiptv&playlive=1&authid=0
江苏卫视,http://218.13.170.98:9901/tsfile/live/1003_1.m3u8
江苏卫视,http://123.129.70.178:9901/tsfile/live/0127_1.m3u8?key=txiptv&playlive=1&authid=0
江西卫视,http://69.30.246.194/live/jxws.m3u8
江西卫视,http://222.169.85.8:9901/tsfile/live/0138_1.m3u8
江西卫视,http://183.215.134.239:19901/tsfile/live/0138_1.m3u8?key=txiptv&playlive=1&authid=0
江西卫视,http://182.150.23.74:808/hls/30/index.m3u8
江西卫视,http://111.61.236.247:9081/hls/36/index.m3u8
江西卫视,http://61.136.172.236:9901/tsfile/live/0138_1.m3u8?key=txiptv&playlive=1&authid=0
辽宁卫视,http://39.152.103.17:8089/tsfile/live/1024_1.m3u8
辽宁卫视,http://gfr.x3322.net:9901/tsfile/live/1097_1.m3u8
辽宁卫视,http://111.61.236.247:9081/hls/30/index.m3u8
辽宁卫视,http://123.129.70.178:9901/tsfile/live/0121_1.m3u8?key=txiptv&playlive=1&authid=0
辽宁卫视,http://61.136.172.236:9901/tsfile/live/0121_1.m3u8?key=txiptv&playlive=1&authid=0
辽宁卫视,http://dassby.qqff.top:99/live/辽宁卫视高清/index.m3u8
内蒙古卫视,http://cssbyd.imwork.net:8082/hls/44/index.m3u8
内蒙古卫视,http://139.196.151.191:2051/rtp/239.45.1.238:5140
内蒙古卫视,http://139.196.214.238/rtp/239.45.1.238:5140
内蒙古卫视,http://182.150.23.74:808/hls/37/index.m3u8
内蒙古卫视,http://111.61.236.247:9081/hls/48/index.m3u8
内蒙古卫视,http://222.134.245.16:9901/tsfile/live/0109_1.m3u8
宁夏卫视,http://222.169.85.8:9901/tsfile/live/0112_1.m3u8
宁夏卫视,http://cssbyd.imwork.net:8082/hls/45/index.m3u8
宁夏卫视,http://120.238.94.10:9901/tsfile/live/1076_1.m3u8
宁夏卫视,http://111.61.236.247:9081/hls/51/index.m3u8
宁夏卫视,http://222.134.245.16:9901/tsfile/live/0112_1.m3u8
青海卫视,http://120.238.94.10:9901/tsfile/live/1073_1.m3u8
青海卫视,http://111.61.236.247:9081/hls/49/index.m3u8
青海卫视,http://23.237.228.134/live8/qinghai.m3u8
山东卫视,http://222.169.85.8:9901/tsfile/live/0131_1.m3u8
山东卫视,http://gfr.x3322.net:9901/tsfile/live/1098_1.m3u8
山东卫视,http://182.150.23.74:808/hls/23/index.m3u8
山东卫视,http://111.61.236.247:9081/hls/31/index.m3u8
山东卫视,http://123.129.70.178:9901/tsfile/live/0018_1.m3u8?key=txiptv&playlive=1&authid=0
山东卫视,http://61.136.172.236:9901/tsfile/live/0131_1.m3u8?key=txiptv&playlive=1&authid=0
山西卫视,http://119.39.9.8:9901/tsfile/live/0118_1.m3u8
山西卫视,http://120.238.94.10:9901/tsfile/live/1071_1.m3u8
山西卫视,http://111.61.236.247:9081/hls/47/index.m3u8
陕西卫视,http://153.0.171.163:9901/tsfile/live/0136_1.m3u8?key=txiptv&playlive=1&authid=0
陕西卫视,http://cssbyd.imwork.net:8082/hls/42/index.m3u8
陕西卫视,http://124.116.183.146:9901/tsfile/live/0136_1.m3u8
四川卫视,http://23.237.228.134/live6/sichuan.m3u8
四川卫视,http://39.152.103.17:8089/tsfile/live/1044_1.m3u8
四川卫视,http://222.169.85.8:9901/tsfile/live/0123_1.m3u8
四川卫视,http://120.238.94.10:9901/tsfile/live/1058_1.m3u8
四川卫视,http://124.116.183.146:9901/tsfile/live/0123_1.m3u8
四川卫视,http://182.150.23.74:808/hls/38/index.m3u8
四川卫视,http://111.61.236.247:9081/hls/35/index.m3u8
四川卫视,http://222.134.245.16:9901/tsfile/live/0123_1.m3u8
四川卫视,http://61.136.172.236:9901/tsfile/live/0123_1.m3u8?key=txiptv&playlive=1&authid=0
四川卫视,http://satellitepull.cnr.cn/live/wxscws/playlist.m3u8
深圳卫视,http://222.169.85.8:9901/tsfile/live/0126_1.m3u8
深圳卫视,http://124.116.183.146:9901/tsfile/live/0126_1.m3u8
深圳卫视,http://182.150.23.74:808/hls/20/index.m3u8
深圳卫视,http://111.61.236.247:9081/hls/38/index.m3u8
深圳卫视,http://23.237.228.134/live6/shenzhen.m3u8
深圳卫视,http://gmxw.7766.org:808/hls/45/index.m3u8
深圳卫视,http://61.136.172.236:9901/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0
深圳卫视,http://38.64.72.148:80/hls/modn/list/4007/playlist.m3u8
三沙卫视,http://38.75.136.137:98/gslb/dsdqpub/ssws.m3u8?auth=testpub
三沙卫视,https://srs.ssws.tv/video/sstv-10/index.m3u8
三沙卫视,http://nn.7x9d.cn/地方台8563/海南.php?id=ssws
三沙卫视,http://139.196.151.191:2051/rtp/239.45.1.82:5140
三沙卫视,http://139.196.214.238/rtp/239.45.1.82:5140
天津卫视,http://222.169.85.8:9901/tsfile/live/0135_1.m3u8
天津卫视,http://124.116.183.146:9901/tsfile/live/0135_1.m3u8
天津卫视,http://182.150.23.74:808/hls/27/index.m3u8
天津卫视,http://111.61.236.247:9081/hls/29/index.m3u8
天津卫视,http://112.46.85.60:8009/hls/44/index.m3u8
天津卫视,http://123.129.70.178:9901/tsfile/live/0135_1.m3u8?key=txiptv&playlive=1&authid=0
天津卫视,http://61.136.172.236:9901/tsfile/live/0135_1.m3u8?key=txiptv&playlive=1&authid=0
西藏卫视,http://cssbyd.imwork.net:8082/hls/46/index.m3u8
西藏卫视,http://120.238.94.10:9901/tsfile/live/1077_1.m3u8
西藏卫视,http://111.61.236.247:9081/hls/52/index.m3u8
新疆卫视,http://222.169.85.8:9901/tsfile/live/0110_1.m3u8
新疆卫视,http://139.196.151.191:2051/rtp/239.45.1.116:5140
新疆卫视,http://111.61.236.247:9081/hls/53/index.m3u8
新疆卫视,http://219.146.95.58:59902/tsfile/live/0110_1.m3u8
云南卫视,http://cssbyd.imwork.net:8082/hls/36/index.m3u8
云南卫视,http://222.169.85.8:9901/tsfile/live/0119_1.m3u8
云南卫视,http://120.238.94.10:9901/tsfile/live/1069_1.m3u8
云南卫视,http://182.150.23.74:808/hls/29/index.m3u8
云南卫视,http://111.61.236.247:9081/hls/32/index.m3u8

风云音乐,http://38.75.136.137:98/gslb/dsdqpub/fyyy.m3u8?auth=testpub
风云音乐,http://hmfs.f3322.net:3388/hls/29/index.m3u8
风云音乐,http://120.238.94.10:9901/tsfile/live/1089_1.m3u8
风云剧场,http://38.75.136.137:98/gslb/dsdqpub/fyjc.m3u8?auth=testpub
风云剧场,http://120.238.94.10:9901/tsfile/live/1090_1.m3u8
高尔夫网球,http://38.75.136.137:98/gslb/dsdqpub/gefwq.m3u8?auth=testpub
电视指南,http://38.75.136.137:98/gslb/dsdqpub/dszn.m3u8?auth=testpub
兵器科技,http://38.75.136.137:98/gslb/dsdqpub/gfjs.m3u8?auth=testpub
兵器科技,http://120.238.94.10:9901/tsfile/live/1096_1.m3u8


💞大强直播,#genre#
CCTV1,http://1.31.14.70:54321/hls/2/index.m3u8
CCTV2,http://1.31.14.70:54321/hls/4/index.m3u8
CCTV3,http://1.31.14.70:54321/hls/6/index.m3u8
CCTV4,http://1.31.14.70:54321/hls/13/index.m3u8
CCTV5,http://1.31.14.70:54321/hls/7/index.m3u8
CCTV6,http://1.31.14.70:54321/hls/8/index.m3u8
CCTV7,http://1.31.14.70:54321/hls/9/index.m3u8
CCTV8,http://1.31.14.70:54321/hls/14/index.m3u8
CCTV9,http://1.31.14.70:54321/hls/10/index.m3u8
CCTV10,http://1.31.14.70:54321/hls/11/index.m3u8
CCTV11,http://1.31.14.70:54321/hls/16/index.m3u8
CCTV12,http://1.31.14.70:54321/hls/12/index.m3u8
CCTV13,http://1.31.14.70:54321/hls/19/index.m3u8
CCTV14,http://1.31.14.70:54321/hls/22/index.m3u8
浙江卫视,http://1.31.14.70:54321/hls/1/index.m3u8
江苏卫视,http://1.31.14.70:54321/hls/3/index.m3u8
吉林卫视,http://1.31.14.70:54321/hls/5/index.m3u8
黑龙江卫视,http://1.31.14.70:54321/hls/15/index.m3u8
河北卫视,http://1.31.14.70:54321/hls/18/index.m3u8
山西卫视,http://1.31.14.70:54321/hls/23/index.m3u8
辽宁卫视,http://1.31.14.70:54321/hls/24/index.m3u8
北京卫视,http://1.31.14.70:54321/hls/25/index.m3u8
天津卫视,http://1.31.14.70:54321/hls/26/index.m3u8
东方卫视,http://1.31.14.70:54321/hls/27/index.m3u8
广东卫视,http://1.31.14.70:54321/hls/28/index.m3u8
安徽卫视,http://1.31.14.70:54321/hls/29/index.m3u8
宁夏卫视,http://1.31.14.70:54321/hls/30/index.m3u8
新疆卫视,http://1.31.14.70:54321/hls/31/index.m3u8
山东卫视,http://1.31.14.70:54321/hls/32/index.m3u8
贵州卫视,http://1.31.14.70:54321/hls/33/index.m3u8
重庆卫视,http://1.31.14.70:54321/hls/34/index.m3u8
湖南卫视,http://1.31.14.70:54321/hls/35/index.m3u8
广西卫视,http://1.31.14.70:54321/hls/36/index.m3u8
云南卫视,http://1.31.14.70:54321/hls/37/index.m3u8
湖北卫视,http://1.31.14.70:54321/hls/39/index.m3u8
深圳卫视,http://1.31.14.70:54321/hls/40/index.m3u8
四川卫视,http://1.31.14.70:54321/hls/41/index.m3u8
江西卫视,http://1.31.14.70:54321/hls/42/index.m3u8
青海卫视,http://1.31.14.70:54321/hls/43/index.m3u8
河南卫视,http://1.31.14.70:54321/hls/44/index.m3u8
甘肃卫视,http://1.31.14.70:54321/hls/45/index.m3u8
陕西卫视,http://1.31.14.70:54321/hls/46/index.m3u8
内蒙古卫视,http://1.31.14.70:54321/hls/55/index.m3u8
金鹰卡通,http://1.31.14.70:54321/hls/20/index.m3u8
北京少儿,http://1.31.14.70:54321/hls/38/index.m3u8
影视娱乐,http://1.31.14.70:54321/hls/56/index.m3u8
第一剧场,http://1.31.14.70:54321/hls/59/index.m3u8

💞央卫组合,#genre#
CCTV-1,https://xmlive.zeabur.app/yw/whyd?id=cctv1
CCTV-2,https://xmlive.zeabur.app/yw/whyd?id=cctv2
CCTV-3,https://xmlive.zeabur.app/yw/whyd?id=cctv3
CCTV-4,https://xmlive.zeabur.app/yw/whyd?id=cctv4
CCTV-5,https://xmlive.zeabur.app/yw/whyd?id=cctv5
CCTV-5+,https://xmlive.zeabur.app/yw/whyd?id=cctv5p
CCTV-6,https://xmlive.zeabur.app/yw/whyd?id=cctv6
CCTV-7,https://xmlive.zeabur.app/yw/whyd?id=cctv7
CCTV-8,https://xmlive.zeabur.app/yw/whyd?id=cctv8
CCTV-9,https://xmlive.zeabur.app/yw/whyd?id=cctv9
CCTV-10,https://xmlive.zeabur.app/yw/whyd?id=cctv10
CCTV-11,https://xmlive.zeabur.app/yw/whyd?id=cctv11
CCTV-12,https://xmlive.zeabur.app/yw/whyd?id=cctv12
CCTV-13,https://xmlive.zeabur.app/yw/whyd?id=cctv13
CCTV-14,https://xmlive.zeabur.app/yw/whyd?id=cctv14
CCTV-15,https://xmlive.zeabur.app/yw/whyd?id=cctv15
CCTV-16,https://xmlive.zeabur.app/yw/whyd?id=cctv16
CCTV-17,https://xmlive.zeabur.app/yw/whyd?id=cctv17

CCTV-1,http://183.215.134.239:19901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
浙江卫视,http://183.215.134.239:19901/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0

CCTV-1,http://23.237.228.134/live5/CCTV1.m3u8
CCTV-2,http://23.237.228.134/live5/CCTV2.m3u8
CCTV-3,http://23.237.228.134/live5/CCTV3.m3u8
CCTV-4,http://23.237.228.134/live5/CCTV4.m3u8
CCTV-5,http://23.237.228.134/live5/CCTV5.m3u8
CCTV-6,http://23.237.228.134/live5/CCTV6.m3u8
CCTV-7,http://23.237.228.134/live5/CCTV7.m3u8
CCTV-8,http://23.237.228.134/live5/CCTV8.m3u8
CCTV-9,http://23.237.228.134/live5/CCTV9.m3u8
CCTV-10,http://23.237.228.134/live5/CCTV10.m3u8
CCTV-11,http://23.237.228.134/live5/CCTV11.m3u8
CCTV-12,http://23.237.228.134/live5/CCTV12.m3u8
CCTV-13,http://23.237.228.134/live5/CCTV13.m3u8
CCTV-14,http://23.237.228.134/live5/CCTV14.m3u8
CCTV-15,http://23.237.228.134/live5/CCTV15.m3u8
CCTV-16,http://23.237.228.134/live5/CCTV16.m3u8
CCTV-17,http://23.237.228.134/live5/CCTV17.m3u8

CCTV-1,http://222.169.85.8:9901/tsfile/live/0001_1.m3u8
CCTV-2,http://222.169.85.8:9901/tsfile/live/0002_1.m3u8
CCTV-3,http://222.169.85.8:9901/tsfile/live/0003_1.m3u8
CCTV-4,http://222.169.85.8:9901/tsfile/live/0004_1.m3u8
CCTV-5,http://222.169.85.8:9901/tsfile/live/0005_1.m3u8
CCTV-5+,http://222.169.85.8:9901/tsfile/live/0116_1.m3u8
CCTV-6,http://222.169.85.8:9901/tsfile/live/0006_1.m3u8
CCTV-7,http://222.169.85.8:9901/tsfile/live/0007_1.m3u8
CCTV-8,http://222.169.85.8:9901/tsfile/live/0008_1.m3u8
CCTV-9,http://222.169.85.8:9901/tsfile/live/0009_1.m3u8
CCTV-10,http://222.169.85.8:9901/tsfile/live/0010_1.m3u8
CCTV-11,http://222.169.85.8:9901/tsfile/live/0011_1.m3u8
CCTV-12,http://222.169.85.8:9901/tsfile/live/0012_1.m3u8
CCTV-13,http://222.169.85.8:9901/tsfile/live/0013_1.m3u8
CCTV-14,http://222.169.85.8:9901/tsfile/live/0014_1.m3u8
CCTV-15,http://222.169.85.8:9901/tsfile/live/0015_1.m3u8
CCTV-16,http://222.169.85.8:9901/tsfile/live/0016_1.m3u8
CCTV-17,http://222.169.85.8:9901/tsfile/live/0017_1.m3u8
广东卫视,http://222.169.85.8:9901/tsfile/live/0125_1.m3u8
湖南卫视,http://222.169.85.8:9901/tsfile/live/0128_1.m3u8
北京卫视,http://222.169.85.8:9901/tsfile/live/0017_1.m3u8
安徽卫视,http://222.169.85.8:9901/tsfile/live/0130_1.m3u8
重庆卫视,http://222.169.85.8:9901/tsfile/live/0142_1.m3u8
广西卫视,http://222.169.85.8:9901/tsfile/live/0113_1.m3u8
贵州卫视,http://222.169.85.8:9901/tsfile/live/0120_1.m3u8
河南卫视,http://222.169.85.8:9901/tsfile/live/0139_1.m3u8
江苏卫视,http://222.169.85.8:9901/tsfile/live/0127_1.m3u8
江西卫视,http://222.169.85.8:9901/tsfile/live/0138_1.m3u8
宁夏卫视,http://222.169.85.8:9901/tsfile/live/0112_1.m3u8
山东卫视,http://222.169.85.8:9901/tsfile/live/0131_1.m3u8
山西卫视,http://222.169.85.8:9901/tsfile/live/0118_1.m3u8
陕西卫视,http://222.169.85.8:9901/tsfile/live/0136_1.m3u8
四川卫视,http://222.169.85.8:9901/tsfile/live/0123_1.m3u8
深圳卫视,http://222.169.85.8:9901/tsfile/live/0126_1.m3u8
新疆卫视,http://222.169.85.8:9901/tsfile/live/0110_1.m3u8
云南卫视,http://222.169.85.8:9901/tsfile/live/0119_1.m3u8
天津卫视,http://222.169.85.8:9901/tsfile/live/0135_1.m3u8

CCTV1,http://27.41.245.32:801/hls/1/index.m3u8
CCTV2,http://27.41.245.32:801/hls/2/index.m3u8
CCTV3,http://27.41.245.32:801/hls/3/index.m3u8
CCTV4,http://27.41.245.32:801/hls/4/index.m3u8
CCTV5,http://27.41.245.32:801/hls/5/index.m3u8
CCTV6,http://27.41.245.32:801/hls/6/index.m3u8
CCTV7,http://27.41.245.32:801/hls/7/index.m3u8
CCTV8,http://27.41.245.32:801/hls/8/index.m3u8
CCTV9,http://27.41.245.32:801/hls/9/index.m3u8
CCTV10,http://27.41.245.32:801/hls/10/index.m3u8
CCTV11,http://27.41.245.32:801/hls/11/index.m3u8
CCTV12,http://27.41.245.32:801/hls/12/index.m3u8
CCTV13,http://27.41.245.32:801/hls/13/index.m3u8
CCTV14,http://27.41.245.32:801/hls/14/index.m3u8
CCTV15,http://27.41.245.32:801/hls/15/index.m3u8
CCTV16,http://27.41.245.32:801/hls/16/index.m3u8
